var,Boreale_N,Australe_S,ratio_N_over_S
T2m,27.67948208489051,13.978547701371866,1.9801400457483878
PWAT,12.923972666142598,3.0269025927779034,4.269702202171553
DSWRF,247.70042092099368,335.2683512748776,0.7388124169164738
TCDC,9.352582672138695,10.129313034696409,0.9233185547828225
