var,lambda,log_lambda,coef
SPFH2m,0.5879144398571106,-0.5311738521182732,0.0
SPFH2m,0.6304013832053391,-0.4613985462699689,0.0
SPFH2m,0.6759587399210549,-0.3916232404216634,0.0
SPFH2m,0.724808400248748,-0.32184793457335914,0.0
SPFH2m,0.7771882898244715,-0.25207262872505476,0.0
SPFH2m,0.83335352850904,-0.18229732287675038,0.0
SPFH2m,0.893577672966889,-0.11252201702844604,0.0
SPFH2m,0.958154049042655,-0.042746711180141735,0.0
SPFH2m,1.0273971804249107,0.027028594668162688,0.0
SPFH2m,1.1016443205554576,0.0968039005164669,0.0
SPFH2m,1.1812570952454506,0.16657920636477141,0.0
SPFH2m,1.2666232639988229,0.2363545122130756,0.0
SPFH2m,1.3581586086216662,0.3061298180613801,0.0
SPFH2m,1.456308958316159,0.375905123909684,0.0
PWAT,0.0014563089583161596,-6.531850155072453,-0.40242955847294903
PWAT,0.001561552361122416,-6.462074849224148,-0.3984993287299319
PWAT,0.001674401412284394,-6.392299543375844,-0.39428719165422926
PWAT,0.001795405750880349,-6.3225242375275394,-0.389562136571458
PWAT,0.00192515473687783,-6.2527489316792355,-0.3851496023067084
PWAT,0.0020642803216520053,-6.182973625830931,-0.3800692161216617
PWAT,0.002213460125948372,-6.113198319982627,-0.3744804621558378
PWAT,0.002373420740281281,-6.043423014134322,-0.36846974450105463
PWAT,0.002544941263843094,-5.973647708286018,-0.36201282819273584
PWAT,0.0027288570991604753,-5.903872402437713,-0.35507989443914645
PWAT,0.0029260640209799547,-5.834097096589408,-0.34738085803551855
PWAT,0.0031375225392005317,-5.7643217907411035,-0.3354798877226442
PWAT,0.0033642625771033293,-5.6945464848928,-0.32300185680993293
PWAT,0.0036073884876638776,-5.624771179044495,-0.3102477621276483
PWAT,0.003868084432379367,-5.554995873196191,-0.2965234271968097
PWAT,0.0041476201488088015,-5.485220567347886,-0.28181497873710915
PWAT,0.004447357134917257,-5.415445261499582,-0.2660473267753153
PWAT,0.004768755280345517,-5.345669955651277,-0.24914518760434679
PWAT,0.005113379976903147,-5.275894649802973,-0.23129940654747466
PWAT,0.005482909742917148,-5.206119343954669,-0.21143158870566656
PWAT,0.005879144398571105,-5.1363440381063645,-0.1901283725605889
PWAT,0.006304013832053391,-5.066568732258061,-0.16728708722123017
PWAT,0.006759587399210549,-4.996793426409755,-0.14272577188758395
PWAT,0.007248084002487481,-4.92701812056145,-0.11533916109757332
PWAT,0.007771882898244715,-4.857242814713146,-0.08726542322885598
PWAT,0.008333535285090399,-4.787467508864842,-0.05669527547005842
