var,lambda,log_lambda,coef
APCP,0.11812570952454506,-2.1360058866292744,-1.0347999188148589
APCP,0.12666232639988229,-2.06623058078097,-1.0164457863823813
APCP,0.1358158608621666,-1.9964552749326656,-0.9965197927592595
APCP,0.14563089583161595,-1.9266799690843612,-0.972190095178276
APCP,0.1561552361122416,-1.8569046632360569,-0.9459173058706483
APCP,0.1674401412284394,-1.7871293573877525,-0.9177349864330925
APCP,0.1795405750880349,-1.717354051539448,-0.8963748586785268
APCP,0.192515473687783,-1.647578745691144,-0.8752989190124696
APCP,0.20642803216520053,-1.5778034398428396,-0.8526933768357308
APCP,0.22134601259483722,-1.5080281339945352,-0.8284616807507464
APCP,0.23734207402812835,-1.4382528281462297,-0.8024770924503717
APCP,0.2544941263843096,-1.3684775222979255,-0.7746056424603315
APCP,0.27288570991604777,-1.2987022164496211,-0.744729141459826
APCP,0.29260640209799543,-1.2289269106013168,-0.7183842514870582
APCP,0.3137522539200532,-1.1591516047530124,-0.6914452690796673
APCP,0.33642625771033297,-1.089376298904708,-0.6625609459574799
APCP,0.3607388487663878,-1.0196009930564036,-0.6290897111507725
APCP,0.3868084432379367,-0.9498256872080992,-0.5861361836018745
APCP,0.41476201488088016,-0.880050381359795,-0.5400817889983037
APCP,0.4447357134917257,-0.8102750755114906,-0.49070161270628476
APCP,0.4768755280345517,-0.7404997696631863,-0.43774438883489825
APCP,0.5113379976903147,-0.6707244638148819,-0.3809635961617887
APCP,0.5482909742917148,-0.6009491579665776,-0.32007989770943374
APCP,0.5879144398571106,-0.5311738521182732,-0.2545164127529796
APCP,0.6304013832053391,-0.4613985462699689,-0.17912936867006352
APCP,0.6759587399210549,-0.3916232404216634,-0.09097680974827897
APCP,0.724808400248748,-0.32184793457335914,-0.006721477554701523
APCP,0.7771882898244715,-0.25207262872505476,-0.0
APCP,0.83335352850904,-0.18229732287675038,-0.0
APCP,0.893577672966889,-0.11252201702844604,-0.0
APCP,0.958154049042655,-0.042746711180141735,-0.0
APCP,1.0273971804249107,0.027028594668162688,-0.0
APCP,1.1016443205554576,0.0968039005164669,-0.0
APCP,1.1812570952454506,0.16657920636477141,0.0
APCP,1.2666232639988229,0.2363545122130756,0.0
APCP,1.3581586086216662,0.3061298180613801,0.0
APCP,1.456308958316159,0.375905123909684,0.0
TCDC,0.0014563089583161596,-6.531850155072453,0.16227884709578663
TCDC,0.001561552361122416,-6.462074849224148,0.16198703476245052
TCDC,0.001674401412284394,-6.392299543375844,0.16167221935537276
TCDC,0.001795405750880349,-6.3225242375275394,0.16157161643374338
TCDC,0.00192515473687783,-6.2527489316792355,0.16140382333942382
TCDC,0.0020642803216520053,-6.182973625830931,0.16114663972100765
TCDC,0.002213460125948372,-6.113198319982627,0.1607776143765755
TCDC,0.002373420740281281,-6.043423014134322,0.16038160648760863
TCDC,0.002544941263843094,-5.973647708286018,0.1599568775350993
TCDC,0.0027288570991604753,-5.903872402437713,0.15950116212503812
TCDC,0.0029260640209799547,-5.834097096589408,0.15902043805623695
TCDC,0.0031375225392005317,-5.7643217907411035,0.1584204760796124
TCDC,0.0033642625771033293,-5.6945464848928,0.15703398414357217
TCDC,0.0036073884876638776,-5.624771179044495,0.15594673956277155
TCDC,0.003868084432379367,-5.554995873196191,0.15490174685571761
TCDC,0.0041476201488088015,-5.485220567347886,0.15377283437367362
TCDC,0.004447357134917257,-5.415445261499582,0.15255942846472972
TCDC,0.004768755280345517,-5.345669955651277,0.15125252259080524
TCDC,0.005113379976903147,-5.275894649802973,0.1496342952049012
TCDC,0.005482909742917148,-5.206119343954669,0.14666246299997446
TCDC,0.005879144398571105,-5.1363440381063645,0.14347537255922468
TCDC,0.006304013832053391,-5.066568732258061,0.14005492887609164
TCDC,0.006759587399210549,-4.996793426409755,0.13638291500727956
TCDC,0.007248084002487481,-4.92701812056145,0.13230644407152642
TCDC,0.007771882898244715,-4.857242814713146,0.12776664981431393
TCDC,0.008333535285090399,-4.787467508864842,0.12213769584715438
TCDC,0.008935776729668889,-4.717692203016537,0.11508825038847775
TCDC,0.00958154049042655,-4.647916897168233,0.10844766982502009
TCDC,0.010273971804249106,-4.578141591319929,0.10316954433945189
TCDC,0.011016443205554576,-4.508366285471625,0.09750846514389752
TCDC,0.011812570952454506,-4.43859097962332,0.09143727079082115
TCDC,0.01266623263998823,-4.368815673775016,0.08492333859203047
TCDC,0.01358158608621666,-4.299040367926711,0.07794736234368692
TCDC,0.014563089583161597,-4.229265062078407,0.07046038307398497
TCDC,0.015615523611224159,-4.159489756230102,0.062433632776818786
TCDC,0.016744014122843938,-4.089714450381798,0.05383518413729302
TCDC,0.017954057508803488,-4.0199391445334935,0.04460802329173775
TCDC,0.01925154736877831,-3.950163838685189,0.034714571577001196
TCDC,0.020642803216520064,-3.880388532836885,0.024106305282390557
TCDC,0.022134601259483733,-3.8106132269885804,0.016650240446882892
TCDC,0.02373420740281282,-3.740837921140276,0.012329097457543459
TCDC,0.02544941263843095,-3.6710626152919716,0.007689432897131979
TCDC,0.027288570991604765,-3.6012873094436673,0.0027234642259042984
TCDC,0.02926064020979953,-3.531512003595363,0.0
TCDC,0.03137522539200532,-3.461736697747058,0.0
TCDC,0.033642625771033295,-3.3919613918987537,0.0
TCDC,0.036073884876638776,-3.3221860860504493,0.0
TCDC,0.03868084432379367,-3.252410780202145,0.0
TCDC,0.04147620148808802,-3.1826354743538405,0.0
TCDC,0.04447357134917257,-3.112860168505536,0.0
TCDC,0.04768755280345517,-3.0430848626572318,0.0
TCDC,0.05113379976903147,-2.973309556808928,0.0
TCDC,0.05482909742917148,-2.903534250960623,0.0
TCDC,0.05879144398571109,-2.833758945112318,0.0
TCDC,0.06304013832053394,-2.7639836392640142,0.0
TCDC,0.06759587399210545,-2.69420833341571,0.0
TCDC,0.07248084002487477,-2.624433027567405,0.0
TCDC,0.07771882898244711,-2.554657721719101,0.0
TCDC,0.08333535285090395,-2.4848824158707967,0.0
TCDC,0.08935776729668884,-2.4151071100224923,0.0
TCDC,0.0958154049042655,-2.3453318041741875,-0.0
TCDC,0.10273971804249106,-2.275556498325883,-0.0
TCDC,0.11016443205554577,-2.2057811924775788,-0.0
TCDC,0.11812570952454506,-2.1360058866292744,-0.0
TCDC,0.12666232639988229,-2.06623058078097,-0.0
TCDC,0.1358158608621666,-1.9964552749326656,-0.0
TCDC,0.14563089583161595,-1.9266799690843612,0.0
TCDC,0.1561552361122416,-1.8569046632360569,0.0
TCDC,0.1674401412284394,-1.7871293573877525,0.0
TCDC,0.1795405750880349,-1.717354051539448,0.0
TCDC,0.192515473687783,-1.647578745691144,0.0
TCDC,0.20642803216520053,-1.5778034398428396,0.0
TCDC,0.22134601259483722,-1.5080281339945352,0.0
TCDC,0.23734207402812835,-1.4382528281462297,0.0
TCDC,0.2544941263843096,-1.3684775222979255,0.0
TCDC,0.27288570991604777,-1.2987022164496211,0.0
TCDC,0.29260640209799543,-1.2289269106013168,0.0
TCDC,0.3137522539200532,-1.1591516047530124,0.0
TCDC,0.33642625771033297,-1.089376298904708,0.0
TCDC,0.3607388487663878,-1.0196009930564036,0.0
TCDC,0.3868084432379367,-0.9498256872080992,0.0
TCDC,0.41476201488088016,-0.880050381359795,0.0
TCDC,0.4447357134917257,-0.8102750755114906,0.0
TCDC,0.4768755280345517,-0.7404997696631863,0.0
TCDC,0.5113379976903147,-0.6707244638148819,0.0
TCDC,0.5482909742917148,-0.6009491579665776,0.0
TCDC,0.5879144398571106,-0.5311738521182732,0.0
TCDC,0.6304013832053391,-0.4613985462699689,0.0
TCDC,0.6759587399210549,-0.3916232404216634,0.0
TCDC,0.724808400248748,-0.32184793457335914,0.0
TCDC,0.7771882898244715,-0.25207262872505476,0.0
TCDC,0.83335352850904,-0.18229732287675038,0.0
TCDC,0.893577672966889,-0.11252201702844604,0.0
TCDC,0.958154049042655,-0.042746711180141735,0.0
TCDC,1.0273971804249107,0.027028594668162688,0.0
TCDC,1.1016443205554576,0.0968039005164669,0.0
TCDC,1.1812570952454506,0.16657920636477141,0.0
TCDC,1.2666232639988229,0.2363545122130756,0.0
TCDC,1.3581586086216662,0.3061298180613801,0.0
TCDC,1.456308958316159,0.375905123909684,0.0
DLWRF,0.0014563089583161596,-6.531850155072453,0.0
DLWRF,0.001561552361122416,-6.462074849224148,0.0
DLWRF,0.001674401412284394,-6.392299543375844,0.0
DLWRF,0.001795405750880349,-6.3225242375275394,0.0
DLWRF,0.00192515473687783,-6.2527489316792355,0.0
DLWRF,0.0020642803216520053,-6.182973625830931,0.0
DLWRF,0.002213460125948372,-6.113198319982627,0.0
DLWRF,0.002373420740281281,-6.043423014134322,0.0
DLWRF,0.002544941263843094,-5.973647708286018,0.0
DLWRF,0.0027288570991604753,-5.903872402437713,0.0
DLWRF,0.0029260640209799547,-5.834097096589408,0.0
DLWRF,0.0031375225392005317,-5.7643217907411035,0.0
DLWRF,0.0033642625771033293,-5.6945464848928,0.0
DLWRF,0.0036073884876638776,-5.624771179044495,0.0
DLWRF,0.003868084432379367,-5.554995873196191,0.0
DLWRF,0.0041476201488088015,-5.485220567347886,0.0
DLWRF,0.004447357134917257,-5.415445261499582,0.0
DLWRF,0.004768755280345517,-5.345669955651277,0.0
DLWRF,0.005113379976903147,-5.275894649802973,0.0
DLWRF,0.005482909742917148,-5.206119343954669,0.0
DLWRF,0.005879144398571105,-5.1363440381063645,0.0
DLWRF,0.006304013832053391,-5.066568732258061,0.0
DLWRF,0.006759587399210549,-4.996793426409755,0.0
DLWRF,0.007248084002487481,-4.92701812056145,0.0
DLWRF,0.007771882898244715,-4.857242814713146,0.0
DLWRF,0.008333535285090399,-4.787467508864842,0.0
DLWRF,0.008935776729668889,-4.717692203016537,0.0
DLWRF,0.00958154049042655,-4.647916897168233,0.0
DLWRF,0.010273971804249106,-4.578141591319929,0.0
DLWRF,0.011016443205554576,-4.508366285471625,0.0
DLWRF,0.011812570952454506,-4.43859097962332,0.0
DLWRF,0.01266623263998823,-4.368815673775016,0.0
DLWRF,0.01358158608621666,-4.299040367926711,0.0
DLWRF,0.014563089583161597,-4.229265062078407,0.0
DLWRF,0.015615523611224159,-4.159489756230102,0.0
DLWRF,0.016744014122843938,-4.089714450381798,0.0
DLWRF,0.017954057508803488,-4.0199391445334935,0.0
DLWRF,0.01925154736877831,-3.950163838685189,0.0
DLWRF,0.020642803216520064,-3.880388532836885,0.0
DLWRF,0.022134601259483733,-3.8106132269885804,0.0
DLWRF,0.02373420740281282,-3.740837921140276,0.0
DLWRF,0.02544941263843095,-3.6710626152919716,0.0
DLWRF,0.027288570991604765,-3.6012873094436673,0.0
DLWRF,0.02926064020979953,-3.531512003595363,0.0
DLWRF,0.03137522539200532,-3.461736697747058,0.0
DLWRF,0.033642625771033295,-3.3919613918987537,0.0
DLWRF,0.036073884876638776,-3.3221860860504493,0.0
DLWRF,0.03868084432379367,-3.252410780202145,0.0
DLWRF,0.04147620148808802,-3.1826354743538405,0.0
DLWRF,0.04447357134917257,-3.112860168505536,0.0
DLWRF,0.04768755280345517,-3.0430848626572318,0.0
DLWRF,0.05113379976903147,-2.973309556808928,0.0
DLWRF,0.05482909742917148,-2.903534250960623,0.0
DLWRF,0.05879144398571109,-2.833758945112318,0.0
DLWRF,0.06304013832053394,-2.7639836392640142,0.0
DLWRF,0.06759587399210545,-2.69420833341571,0.0
DLWRF,0.07248084002487477,-2.624433027567405,0.0
DLWRF,0.07771882898244711,-2.554657721719101,0.0
DLWRF,0.08333535285090395,-2.4848824158707967,0.0
DLWRF,0.08935776729668884,-2.4151071100224923,0.0
DLWRF,0.0958154049042655,-2.3453318041741875,0.0
DLWRF,0.10273971804249106,-2.275556498325883,0.0
DLWRF,0.11016443205554577,-2.2057811924775788,0.0
DLWRF,0.11812570952454506,-2.1360058866292744,0.0
DLWRF,0.12666232639988229,-2.06623058078097,0.0
DLWRF,0.1358158608621666,-1.9964552749326656,0.0
DLWRF,0.14563089583161595,-1.9266799690843612,0.0
DLWRF,0.1561552361122416,-1.8569046632360569,0.0
DLWRF,0.1674401412284394,-1.7871293573877525,0.0
DLWRF,0.1795405750880349,-1.717354051539448,0.0
DLWRF,0.192515473687783,-1.647578745691144,0.0
DLWRF,0.20642803216520053,-1.5778034398428396,0.0
DLWRF,0.22134601259483722,-1.5080281339945352,0.0
DLWRF,0.23734207402812835,-1.4382528281462297,0.0
DLWRF,0.2544941263843096,-1.3684775222979255,0.0
DLWRF,0.27288570991604777,-1.2987022164496211,0.0
DLWRF,0.29260640209799543,-1.2289269106013168,0.0
DLWRF,0.3137522539200532,-1.1591516047530124,0.0
DLWRF,0.33642625771033297,-1.089376298904708,0.0
DLWRF,0.3607388487663878,-1.0196009930564036,0.0
DLWRF,0.3868084432379367,-0.9498256872080992,0.0
DLWRF,0.41476201488088016,-0.880050381359795,0.0
DLWRF,0.4447357134917257,-0.8102750755114906,0.0
DLWRF,0.4768755280345517,-0.7404997696631863,0.0
DLWRF,0.5113379976903147,-0.6707244638148819,0.0
DLWRF,0.5482909742917148,-0.6009491579665776,0.0
DLWRF,0.5879144398571106,-0.5311738521182732,0.0
DLWRF,0.6304013832053391,-0.4613985462699689,0.0
DLWRF,0.6759587399210549,-0.3916232404216634,0.0
DLWRF,0.724808400248748,-0.32184793457335914,0.0
DLWRF,0.7771882898244715,-0.25207262872505476,0.0
DLWRF,0.83335352850904,-0.18229732287675038,0.0
DLWRF,0.893577672966889,-0.11252201702844604,0.0
DLWRF,0.958154049042655,-0.042746711180141735,0.0
DLWRF,1.0273971804249107,0.027028594668162688,0.0
DLWRF,1.1016443205554576,0.0968039005164669,0.0
DLWRF,1.1812570952454506,0.16657920636477141,0.0
DLWRF,1.2666232639988229,0.2363545122130756,0.0
DLWRF,1.3581586086216662,0.3061298180613801,0.0
DLWRF,1.456308958316159,0.375905123909684,0.0
ULWRF,0.0014563089583161596,-6.531850155072453,-0.0
ULWRF,0.001561552361122416,-6.462074849224148,-0.0
ULWRF,0.001674401412284394,-6.392299543375844,-0.0
ULWRF,0.001795405750880349,-6.3225242375275394,-0.0
ULWRF,0.00192515473687783,-6.2527489316792355,-0.0
ULWRF,0.0020642803216520053,-6.182973625830931,-0.0
ULWRF,0.002213460125948372,-6.113198319982627,-0.0
ULWRF,0.002373420740281281,-6.043423014134322,-0.0
ULWRF,0.002544941263843094,-5.973647708286018,-0.0
ULWRF,0.0027288570991604753,-5.903872402437713,-0.0
ULWRF,0.0029260640209799547,-5.834097096589408,-0.0
ULWRF,0.0031375225392005317,-5.7643217907411035,-0.0
ULWRF,0.0033642625771033293,-5.6945464848928,-0.0
ULWRF,0.0036073884876638776,-5.624771179044495,-0.0
ULWRF,0.003868084432379367,-5.554995873196191,-0.0
ULWRF,0.0041476201488088015,-5.485220567347886,-0.0
ULWRF,0.004447357134917257,-5.415445261499582,-0.0
ULWRF,0.004768755280345517,-5.345669955651277,-0.0
ULWRF,0.005113379976903147,-5.275894649802973,-0.0
ULWRF,0.005482909742917148,-5.206119343954669,-0.0
ULWRF,0.005879144398571105,-5.1363440381063645,-0.0
ULWRF,0.006304013832053391,-5.066568732258061,-0.0
ULWRF,0.006759587399210549,-4.996793426409755,-0.0
ULWRF,0.007248084002487481,-4.92701812056145,-0.0
ULWRF,0.007771882898244715,-4.857242814713146,-0.0
ULWRF,0.008333535285090399,-4.787467508864842,-0.0
ULWRF,0.008935776729668889,-4.717692203016537,-0.0
ULWRF,0.00958154049042655,-4.647916897168233,-0.0
ULWRF,0.010273971804249106,-4.578141591319929,-0.0
ULWRF,0.011016443205554576,-4.508366285471625,-0.0
ULWRF,0.011812570952454506,-4.43859097962332,-0.0
ULWRF,0.01266623263998823,-4.368815673775016,-0.0
ULWRF,0.01358158608621666,-4.299040367926711,-0.0
ULWRF,0.014563089583161597,-4.229265062078407,-0.0
ULWRF,0.015615523611224159,-4.159489756230102,-0.0
ULWRF,0.016744014122843938,-4.089714450381798,-0.0
ULWRF,0.017954057508803488,-4.0199391445334935,-0.0
ULWRF,0.01925154736877831,-3.950163838685189,-0.0
ULWRF,0.020642803216520064,-3.880388532836885,-0.0
ULWRF,0.022134601259483733,-3.8106132269885804,-0.0
ULWRF,0.02373420740281282,-3.740837921140276,-0.0
ULWRF,0.02544941263843095,-3.6710626152919716,-0.0
ULWRF,0.027288570991604765,-3.6012873094436673,-0.0
ULWRF,0.02926064020979953,-3.531512003595363,-0.0
ULWRF,0.03137522539200532,-3.461736697747058,-0.0
ULWRF,0.033642625771033295,-3.3919613918987537,-0.0
ULWRF,0.036073884876638776,-3.3221860860504493,-0.0
ULWRF,0.03868084432379367,-3.252410780202145,-0.0
ULWRF,0.04147620148808802,-3.1826354743538405,-0.0
ULWRF,0.04447357134917257,-3.112860168505536,-0.0
ULWRF,0.04768755280345517,-3.0430848626572318,-0.0
ULWRF,0.05113379976903147,-2.973309556808928,-0.0
ULWRF,0.05482909742917148,-2.903534250960623,-0.0
ULWRF,0.05879144398571109,-2.833758945112318,-0.0
ULWRF,0.06304013832053394,-2.7639836392640142,-0.0
ULWRF,0.06759587399210545,-2.69420833341571,-0.0
ULWRF,0.07248084002487477,-2.624433027567405,-0.0
ULWRF,0.07771882898244711,-2.554657721719101,-0.0
ULWRF,0.08333535285090395,-2.4848824158707967,-0.0
ULWRF,0.08935776729668884,-2.4151071100224923,-0.0
ULWRF,0.0958154049042655,-2.3453318041741875,-0.0
ULWRF,0.10273971804249106,-2.275556498325883,-0.0
ULWRF,0.11016443205554577,-2.2057811924775788,-0.0
ULWRF,0.11812570952454506,-2.1360058866292744,-0.0
ULWRF,0.12666232639988229,-2.06623058078097,-0.0
ULWRF,0.1358158608621666,-1.9964552749326656,-0.0
ULWRF,0.14563089583161595,-1.9266799690843612,-0.0
ULWRF,0.1561552361122416,-1.8569046632360569,-0.0
ULWRF,0.1674401412284394,-1.7871293573877525,-0.0
ULWRF,0.1795405750880349,-1.717354051539448,-0.0
ULWRF,0.192515473687783,-1.647578745691144,-0.0
ULWRF,0.20642803216520053,-1.5778034398428396,0.0
ULWRF,0.22134601259483722,-1.5080281339945352,0.0
ULWRF,0.23734207402812835,-1.4382528281462297,0.0
ULWRF,0.2544941263843096,-1.3684775222979255,0.0
ULWRF,0.27288570991604777,-1.2987022164496211,0.0
ULWRF,0.29260640209799543,-1.2289269106013168,0.0
ULWRF,0.3137522539200532,-1.1591516047530124,0.0
ULWRF,0.33642625771033297,-1.089376298904708,0.0
ULWRF,0.3607388487663878,-1.0196009930564036,0.0
ULWRF,0.3868084432379367,-0.9498256872080992,0.0
ULWRF,0.41476201488088016,-0.880050381359795,0.0
ULWRF,0.4447357134917257,-0.8102750755114906,0.0
ULWRF,0.4768755280345517,-0.7404997696631863,0.0
ULWRF,0.5113379976903147,-0.6707244638148819,0.0
ULWRF,0.5482909742917148,-0.6009491579665776,0.0
ULWRF,0.5879144398571106,-0.5311738521182732,0.0
ULWRF,0.6304013832053391,-0.4613985462699689,0.0
ULWRF,0.6759587399210549,-0.3916232404216634,0.0
ULWRF,0.724808400248748,-0.32184793457335914,0.0
ULWRF,0.7771882898244715,-0.25207262872505476,0.0
ULWRF,0.83335352850904,-0.18229732287675038,0.0
ULWRF,0.893577672966889,-0.11252201702844604,0.0
ULWRF,0.958154049042655,-0.042746711180141735,0.0
ULWRF,1.0273971804249107,0.027028594668162688,0.0
ULWRF,1.1016443205554576,0.0968039005164669,0.0
ULWRF,1.1812570952454506,0.16657920636477141,0.0
ULWRF,1.2666232639988229,0.2363545122130756,0.0
ULWRF,1.3581586086216662,0.3061298180613801,0.0
ULWRF,1.456308958316159,0.375905123909684,0.0
DSWRF,0.0014563089583161596,-6.531850155072453,0.037937480088298274
DSWRF,0.001561552361122416,-6.462074849224148,0.021550536131717195
DSWRF,0.001674401412284394,-6.392299543375844,0.003840242157591746
DSWRF,0.001795405750880349,-6.3225242375275394,0.0
DSWRF,0.00192515473687783,-6.2527489316792355,0.0
DSWRF,0.0020642803216520053,-6.182973625830931,0.0
DSWRF,0.002213460125948372,-6.113198319982627,0.0
DSWRF,0.002373420740281281,-6.043423014134322,0.0
DSWRF,0.002544941263843094,-5.973647708286018,0.0
DSWRF,0.0027288570991604753,-5.903872402437713,0.0
DSWRF,0.0029260640209799547,-5.834097096589408,0.0
DSWRF,0.0031375225392005317,-5.7643217907411035,0.0
DSWRF,0.0033642625771033293,-5.6945464848928,0.0
DSWRF,0.0036073884876638776,-5.624771179044495,0.06203004267184842
DSWRF,0.003868084432379367,-5.554995873196191,0.13563156761069575
DSWRF,0.0041476201488088015,-5.485220567347886,0.2140729717812469
DSWRF,0.004447357134917257,-5.415445261499582,0.29801850547873326
DSWRF,0.004768755280345517,-5.345669955651277,0.38769877367354555
DSWRF,0.005113379976903147,-5.275894649802973,0.4802318640497372
DSWRF,0.005482909742917148,-5.206119343954669,0.5662901108618251
DSWRF,0.005879144398571105,-5.1363440381063645,0.6585296074198443
DSWRF,0.006304013832053391,-5.066568732258061,0.7572012407417482
DSWRF,0.006759587399210549,-4.996793426409755,0.8626630797062668
DSWRF,0.007248084002487481,-4.92701812056145,0.9656835054971927
DSWRF,0.007771882898244715,-4.857242814713146,1.0626028532423797
DSWRF,0.008333535285090399,-4.787467508864842,1.1144898652881197
DSWRF,0.008935776729668889,-4.717692203016537,1.1120844331715916
DSWRF,0.00958154049042655,-4.647916897168233,1.1086844040638582
DSWRF,0.010273971804249106,-4.578141591319929,1.1058274839127022
DSWRF,0.011016443205554576,-4.508366285471625,1.102756922376354
DSWRF,0.011812570952454506,-4.43859097962332,1.0994597087542854
DSWRF,0.01266623263998823,-4.368815673775016,1.0959053485287855
DSWRF,0.01358158608621666,-4.299040367926711,1.0921352651961613
DSWRF,0.014563089583161597,-4.229265062078407,1.088060247147534
DSWRF,0.015615523611224159,-4.159489756230102,1.083696849476576
DSWRF,0.016744014122843938,-4.089714450381798,1.0790604060937745
DSWRF,0.017954057508803488,-4.0199391445334935,1.0740512795963992
DSWRF,0.01925154736877831,-3.950163838685189,1.0686845293070169
DSWRF,0.020642803216520064,-3.880388532836885,1.0629318365501725
DSWRF,0.022134601259483733,-3.8106132269885804,1.0581729144432137
DSWRF,0.02373420740281282,-3.740837921140276,1.0544183417432687
DSWRF,0.02544941263843095,-3.6710626152919716,1.0503545499702807
DSWRF,0.027288570991604765,-3.6012873094436673,1.0460470097841996
DSWRF,0.02926064020979953,-3.531512003595363,1.0403541407339847
DSWRF,0.03137522539200532,-3.461736697747058,1.0234768094835633
DSWRF,0.033642625771033295,-3.3919613918987537,1.0012406322832617
DSWRF,0.036073884876638776,-3.3221860860504493,0.9776207428667301
DSWRF,0.03868084432379367,-3.252410780202145,0.952120990375312
DSWRF,0.04147620148808802,-3.1826354743538405,0.9248261922511305
DSWRF,0.04447357134917257,-3.112860168505536,0.8955326947474869
DSWRF,0.04768755280345517,-3.0430848626572318,0.8641626598280249
DSWRF,0.05113379976903147,-2.973309556808928,0.8301197494825913
DSWRF,0.05482909742917148,-2.903534250960623,0.7917443515242553
DSWRF,0.05879144398571109,-2.833758945112318,0.7497597408983506
DSWRF,0.06304013832053394,-2.7639836392640142,0.718651927131165
DSWRF,0.06759587399210545,-2.69420833341571,0.7041709201142046
DSWRF,0.07248084002487477,-2.624433027567405,0.6886436811527392
DSWRF,0.07771882898244711,-2.554657721719101,0.6719565822005708
DSWRF,0.08333535285090395,-2.4848824158707967,0.6540810297336271
DSWRF,0.08935776729668884,-2.4151071100224923,0.6344283225161841
DSWRF,0.0958154049042655,-2.3453318041741875,0.626530954569646
DSWRF,0.10273971804249106,-2.275556498325883,0.659913457397487
DSWRF,0.11016443205554577,-2.2057811924775788,0.6955016970846849
DSWRF,0.11812570952454506,-2.1360058866292744,0.7337006290921609
DSWRF,0.12666232639988229,-2.06623058078097,0.7306921072648705
DSWRF,0.1358158608621666,-1.9964552749326656,0.7067501528780775
DSWRF,0.14563089583161595,-1.9266799690843612,0.6686504111764531
DSWRF,0.1561552361122416,-1.8569046632360569,0.6269003996919901
DSWRF,0.1674401412284394,-1.7871293573877525,0.5820733678691353
DSWRF,0.1795405750880349,-1.717354051539448,0.5468662544560433
DSWRF,0.192515473687783,-1.647578745691144,0.511253160427524
DSWRF,0.20642803216520053,-1.5778034398428396,0.4731199999704119
DSWRF,0.22134601259483722,-1.5080281339945352,0.4321693605627049
DSWRF,0.23734207402812835,-1.4382528281462297,0.3882736314724793
DSWRF,0.2544941263843096,-1.3684775222979255,0.34128008964766887
DSWRF,0.27288570991604777,-1.2987022164496211,0.2908151092728894
DSWRF,0.29260640209799543,-1.2289269106013168,0.22239007035560743
DSWRF,0.3137522539200532,-1.1591516047530124,0.14575941307330958
DSWRF,0.33642625771033297,-1.089376298904708,0.06357805162097276
DSWRF,0.3607388487663878,-1.0196009930564036,0.0
DSWRF,0.3868084432379367,-0.9498256872080992,0.0
DSWRF,0.41476201488088016,-0.880050381359795,0.0
DSWRF,0.4447357134917257,-0.8102750755114906,0.0
DSWRF,0.4768755280345517,-0.7404997696631863,0.0
DSWRF,0.5113379976903147,-0.6707244638148819,0.0
DSWRF,0.5482909742917148,-0.6009491579665776,0.0
DSWRF,0.5879144398571106,-0.5311738521182732,0.0
DSWRF,0.6304013832053391,-0.4613985462699689,0.0
DSWRF,0.6759587399210549,-0.3916232404216634,0.0
DSWRF,0.724808400248748,-0.32184793457335914,0.0
DSWRF,0.7771882898244715,-0.25207262872505476,0.0
DSWRF,0.83335352850904,-0.18229732287675038,0.0
DSWRF,0.893577672966889,-0.11252201702844604,0.0
DSWRF,0.958154049042655,-0.042746711180141735,0.0
DSWRF,1.0273971804249107,0.027028594668162688,0.0
DSWRF,1.1016443205554576,0.0968039005164669,0.0
DSWRF,1.1812570952454506,0.16657920636477141,0.0
DSWRF,1.2666232639988229,0.2363545122130756,0.0
DSWRF,1.3581586086216662,0.3061298180613801,0.0
DSWRF,1.456308958316159,0.375905123909684,0.0
USWRF,0.0014563089583161596,-6.531850155072453,-0.0
USWRF,0.001561552361122416,-6.462074849224148,-0.0
USWRF,0.001674401412284394,-6.392299543375844,-0.0
USWRF,0.001795405750880349,-6.3225242375275394,-0.0
USWRF,0.00192515473687783,-6.2527489316792355,-0.0
USWRF,0.0020642803216520053,-6.182973625830931,-0.0014393136215232161
USWRF,0.002213460125948372,-6.113198319982627,-0.005158796344811983
USWRF,0.002373420740281281,-6.043423014134322,-0.009092844598163329
USWRF,0.002544941263843094,-5.973647708286018,-0.01328345430445037
USWRF,0.0027288570991604753,-5.903872402437713,-0.017742701000791113
USWRF,0.0029260640209799547,-5.834097096589408,-0.02243635762599406
USWRF,0.0031375225392005317,-5.7643217907411035,-0.007789793118002967
USWRF,0.0033642625771033293,-5.6945464848928,-0.0
USWRF,0.0036073884876638776,-5.624771179044495,-0.0
USWRF,0.003868084432379367,-5.554995873196191,-0.0
USWRF,0.0041476201488088015,-5.485220567347886,-0.0
USWRF,0.004447357134917257,-5.415445261499582,-0.0
USWRF,0.004768755280345517,-5.345669955651277,-0.0
USWRF,0.005113379976903147,-5.275894649802973,-0.0
USWRF,0.005482909742917148,-5.206119343954669,-0.0
USWRF,0.005879144398571105,-5.1363440381063645,-0.0
USWRF,0.006304013832053391,-5.066568732258061,-0.0
USWRF,0.006759587399210549,-4.996793426409755,-0.0
USWRF,0.007248084002487481,-4.92701812056145,-0.0
USWRF,0.007771882898244715,-4.857242814713146,-0.0
USWRF,0.008333535285090399,-4.787467508864842,-0.0
USWRF,0.008935776729668889,-4.717692203016537,-0.0
USWRF,0.00958154049042655,-4.647916897168233,-0.0
USWRF,0.010273971804249106,-4.578141591319929,-0.0
USWRF,0.011016443205554576,-4.508366285471625,-0.0
USWRF,0.011812570952454506,-4.43859097962332,0.0
